0.983333	0.977099	0.981308	0.98058
0.934156	0.915385	0.982759	0.9441
0.973333	0.968504	0.97561	0.972482
0.982301	0.983607	0.982906	0.982938
0.978947	0.989899	0.961165	0.97667
0.989831	1	0.969136	0.986322
0.957597	0.950355	0.932836	0.946929
0.930769	0.150602	0.75	0.610457
0.942308	0.0348837	0.803797	0.593663
0.955224	0.0862069	0.91195	0.651127
0.969925	0.0440252	0.973684	0.662545
0.958647	0.0375	0.98	0.658716
0.958955	0.0448718	0.96732	0.657049
0.955752	0.0416667	0.985294	0.660904
0.995556	0.0266667	0.969466	0.663896
0.954545	0.0387097	0.977099	0.656785
0.975309	0.0493827	0.954198	0.65963
0.952756	0.289941	0.97037	0.737689
0.991903	0.150289	0.962963	0.701718
0.956175	0.182857	0.949275	0.696102
0.966543	0.325581	0.964789	0.752304
0.945255	0.17341	0.986486	0.701717
0.971888	0.440994	0.97973	0.797537
0.969697	0.864865	0.965278	0.93328
0.97449	0.867647	0.93913	0.927089
0.94709	0.936364	0.963964	0.949139
0.973545	0.925234	0.964602	0.95446
0.907407	0.966387	0.963303	0.945699
0.506276	0.874016	0.982759	0.787684
0.021645	0.566176	0.956897	0.514906
0.20283	0.917355	0.983471	0.701219
0.411765	0.97561	0.976378	0.787918
0.0583333	0.962963	0.970149	0.663815
0.0174216	0.930556	0.957143	0.63504
0.116105	0.986301	0.961039	0.687815
0.0301887	0.946309	0.948387	0.641628
0.105839	0.968553	0.981366	0.685253
0.18	0.98773	0.976744	0.714825
0.220065	0.960784	0.95625	0.712366
0.661654	0.935252	0.933333	0.843413
0.933036	0.960317	0.95122	0.948191
0.974249	0.983471	0.991597	0.983106
0.923077	0.95122	0.933884	0.93606
0.891304	0.961538	0.941176	0.931339
0.96063	0.91791	0.959459	0.946
0.992218	0.954198	1	0.982139
0.947791	0.925373	0.954545	0.94257
0.967871	0.944444	0.942623	0.951646
0.976654	1	0.976744	0.984466
0.939535	0.97479	0.991736	0.968687
0.941748	0.976	0.940741	0.95283
0.948718	0.953846	0.870748	0.924437
0.965812	0.966387	0.674242	0.868814
0.978541	0.983333	0.65873	0.873535
0.974576	0.975207	0.503876	0.817886
0.975207	0.976923	0.446043	0.799391
0.949367	0.944444	0.430556	0.774789
0.96729	0.896	0.414815	0.759368
0.919431	0.632	0.253846	0.601759
0.985437	0.912281	0.358209	0.751976
0.977477	0.945946	0.305785	0.743069
0.974895	0.968	0.362963	0.768619
0.972332	0.969466	0.0928571	0.678218
0.947552	0.985294	0.0397351	0.657527
0.97491	0.948905	0.0526316	0.658816
0.966216	0.939189	0.0505618	0.651989
0.968858	0.952703	0.142857	0.688139
0.963504	0.85906	0.13253	0.651698
0.980916	0.972973	0.0925926	0.682161
0.981685	0.985816	0.0454545	0.670985
0.952569	0.32	0.0444444	0.439004
0.945833	0.202797	0.0588235	0.402484
0.958716	0.642857	0.267123	0.622899
0.917695	0.864286	0.0272109	0.603064
0.799296	0.834437	0.0245399	0.552758
0.940741	0.973333	0.80916	0.907745
0.960317	0.977778	0.666667	0.868254
0.97541	0.984848	0.0928571	0.684372
0.963563	0.971429	0.0909091	0.6753
0.953917	0.984848	0.382353	0.773706
0.971193	0.98	0.992308	0.981167
